lng,lat
-122.0194,37.3773
5.7224,45.1715
-96.3059,30.8202
139.69,35.69
114.1667,22.25
9.1833,48.7667
-117.7375,33.9776
120.1619,30.294
-122.7037,45.5331
9.0,51.0
-2.8394,53.4115
8.6843,50.1188
9.0,51.0
8.6879,49.4071
2.3387,48.8582
-80.2318,25.8119
139.7532,35.6882
9.491,51.2993
-122.0004,37.5625
-76.9882,38.9034
126.7288,37.4562
-122.0748,37.4043
-82.9383,40.081
-83.0235,39.9653
-122.6448,45.5653
9.491,51.2993
9.0,51.0
2.0,46.0
-46.6409,-23.5747
-99.3594,18.762
7.5884,47.1985
-119.7143,45.8491
-73.3728,40.6914
103.8,1.3667
-80.2318,25.8119
103.6839,1.314
114.1667,22.25
2.3527,48.8543
4.8995,52.3824
103.8547,1.2929
9.491,51.2993
-82.4834,36.4715
2.3387,48.8582
-3.6067,37.1882
-3.642,40.5475
12.3028,55.7423
103.8547,1.2929
9.491,51.2993
145.0371,-37.8049
-80.0571,26.6715
-97.822,37.751
151.1057,-33.7778
5.6101,52.338
8.7002,46.1775
103.6839,1.314
21.7167,47.95
2.3387,48.8582
-73.5848,45.4995
103.8547,1.2929
2.3387,48.8582
101.6853,3.1398
-0.7312,52.0276
6.2483,49.6889
9.0,51.0
-88.0158,43.0191
138.0,36.0
-73.9588,40.7652
-119.7143,45.8491
9.0,51.0
13.4167,48.65
-49.2916,-25.5026
4.8995,52.3824
9.491,51.2993
9.0,51.0
25.7049,62.2583
4.8995,52.3824
8.6843,50.1188
-122.0748,37.4043
103.8547,1.2929
8.1551,47.1449
-3.642,40.5475
-4.5046,55.5647
8.3194,49.5606
-84.3871,33.7485
-74.4606,40.5511
30.5233,50.45
-97.6914,30.3023
9.7997,63.8682
9.0167,48.8
-49.2916,-25.5026
9.491,51.2993
9.9719,53.5818
12.1544,54.0865
-119.7143,45.8491
-122.2994,47.6859
8.7241,47.5056
103.6839,1.314
2.3387,48.8582
23.3333,42.7
-122.0748,37.4043
-77.539,39.018
8.6879,49.4071
26.1033,44.4354
11.1617,49.405
5.1175,52.0884
24.9375,60.1708
-97.6689,30.5154
-122.0748,37.4043
9.0,51.0
139.65,35.4333
23.3175,42.683
103.8547,1.2929
37.6068,55.7386
7.1666,51.7287
114.1667,22.25
37.6068,55.7386
-90.422,38.5793
24.9375,60.1708
-97.822,37.751
2.3387,48.8582
-81.2345,33.9739
-82.4948,28.0109
24.0,56.0
2.0,46.0
103.8,1.3667
8.6879,49.4071
-118.4252,34.0318
-97.822,37.751
2.0,46.0
-77.4728,39.0481
24.0,56.0
-121.9753,37.3417
9.491,51.2993
-122.0748,37.4043
-122.3447,47.6144
-74.1697,40.739
-79.3623,43.6547
17.6252,59.1955
-122.33,37.5517
-83.0235,39.9653
114.1667,22.25
4.9392,52.352
-118.2606,34.0729
144.9715,-37.8579
-78.5376,35.9825
9.0,51.0
3.0833,50.6667
-117.1367,32.7967
8.6843,50.1188
-118.4269,34.413
-119.7572,39.5449
9.491,51.2993
2.3387,48.8582
114.1667,22.25
-0.093,51.5164
11.1617,49.405
-77.6202,38.8184
-96.8021,32.7889
-0.9862,37.6051
8.6843,50.1188
-121.9753,37.3417
120.1619,30.294
8.6879,49.4071
6.1044,50.7884
2.3387,48.8582
105.0,35.0
-6.2488,53.3338
-47.9341,-15.7792
-118.244,34.0544
151.1258,-33.9058
13.3985,52.5174
139.7532,35.6882
5.3059,60.4201
37.6172,55.7527
151.1906,-33.9256
13.0007,55.6059
8.6879,49.4071
114.1667,22.25
-117.1202,32.9661
18.0718,59.3307
103.8547,1.2929
101.6139,3.1071
-0.6413,44.8101
103.8547,1.2929
-122.33,37.5517
103.8547,1.2929
8.6229,49.1683
3.7651,51.0369
-84.5026,34.1078
8.3979,49.0083
103.6839,1.314
4.8995,52.3824
60.7314,56.085
-122.33,37.5517
2.0,46.0
8.7147,50.1103
114.15,22.2909
-119.7143,45.8491
9.65,48.5667
-74.0247,40.793
9.491,51.2993
4.8995,52.3824
4.8995,52.3824
10.7747,59.8468
-74.4871,40.4551
-118.1888,34.113
11.1617,49.405
84.9667,56.5
12.1,57.7833
6.1667,49.75
16.3527,48.2031
-79.9049,43.2313
103.8547,1.2929
103.8832,1.3681
8.6879,49.4071
-119.7143,45.8491
24.0,56.0
6.6709,52.3456
9.0,51.0
14.4231,46.3025
-0.1224,51.4964
7.6068,51.9716
9.491,51.2993
14.6333,46.4833
8.5546,47.3664
8.1551,47.1449
8.6843,50.1188
24.9881,60.2583
151.1906,-33.9256
25.0,46.0
8.6843,50.1188
-79.7381,40.4837
2.3387,48.8582
-119.7143,45.8491
-121.9753,37.3417
-83.0235,39.9653
5.1345,51.4903
11.1617,49.405
153.0169,-27.4737
18.1138,49.9222
11.4016,47.2637
-118.1649,33.8959
2.0,46.0
-0.0638,51.5128
-79.3623,43.6547
8.6843,50.1188
-122.0748,37.4043
28.3333,57.8333
21.0362,52.2394
8.6843,50.1188
24.9375,60.1708
-77.539,39.018
-0.6658,51.5353
-6.2488,53.3338
126.9741,37.5112
-121.8914,37.3388
30.5238,50.4547
-76.1805,39.5109
11.6074,48.1089
-74.1403,40.8364
8.1551,47.1449
8.6213,52.3825
126.7288,37.4562
-118.2606,34.0729
8.6879,49.4071
5.2826,52.3574
30.2619,59.8981
22.9455,40.6381
9.491,51.2993
5.1788,52.2114
-0.0638,51.5128
103.8547,1.2929
9.491,51.2993
9.0,51.0
-121.9753,37.3417
-117.165,32.7449
-97.822,37.751
-82.9608,42.6206
-83.0235,39.9653
-97.4383,37.7007
101.6995,3.1093
-0.093,51.5164
-79.5972,36.033
-122.3555,47.4973
8.6843,50.1188
120.1619,30.294
-74.2307,40.4652
-87.7033,41.946
8.6843,50.1188
8.6879,49.4071
-122.0748,37.4043
-77.4728,39.0481
116.3889,39.9288
-118.3603,33.9682
-123.963,49.1886
11.1341,49.4044
105.0,35.0
-8.4201,41.5503
8.7147,50.1103
120.1619,30.294
0.0,0.0
-121.9369,47.725
24.9912,60.2448
-122.435,37.7825
60.611,56.8577
8.5546,47.3664
9.0,51.0
151.1906,-33.9256
114.15,22.2909
9.0,51.0
9.491,51.2993
103.6839,1.314
103.8547,1.2929
103.8547,1.2929
25.0,46.0
-78.8781,42.8864
139.7532,35.6882
8.6843,50.1188
2.0833,48.9
-74.0247,40.793
-122.4389,37.747
9.0,51.0
-98.4091,29.5826
-97.822,37.751
9.1834,47.6723
-122.0748,37.4043
-77.4728,39.0481
-84.4758,42.7367
23.9002,54.9002
6.6349,50.9562
126.9741,37.5112
9.0,51.0
-46.6409,-23.5747
23.7353,37.9842
4.9392,52.352
-119.7143,45.8491
4.9392,52.352
9.491,51.2993
103.8547,1.2929
4.5891,51.5496
-122.0748,37.4043
9.491,51.2993
8.6879,49.4071
151.1906,-33.9256
-0.6658,51.5353
126.7288,37.4562
24.0,56.0
-77.4728,39.0481
-74.0247,40.793
113.7266,34.7725
-119.7143,45.8491
8.6843,50.1188
9.491,51.2993
0.5333,46.8
8.7147,50.1103
10.9381,59.9184
9.491,51.2993
-121.9753,37.3417
30.5233,50.45
-118.2606,34.0729
-73.6718,45.5467
8.6879,49.4071
6.4965,53.1459
8.363,47.4202
9.85,53.6333
113.7266,34.7725
-105.0109,39.5397
103.6839,1.314
11.6074,48.1089
4.8717,52.3818
4.5095,52.1632
-115.1175,36.1472
-0.6173,51.1846
-94.1689,30.0959
4.8995,52.3824
30.5233,50.45
4.8995,52.3824
114.1667,22.25
-119.7143,45.8491
-0.8407,51.4852
2.0,46.0
24.0,56.0
7.0122,51.4476
-75.7329,45.4023
145.0968,-37.8435
-79.3716,43.6319
-0.1224,51.4964
-0.02,51.5064
-77.4728,39.0481
8.6879,49.4071
-123.1168,49.1836
11.5545,48.3155
8.6879,49.4071
37.4297,55.897
7.4164,48.0618
8.6843,50.1188
114.1667,22.25
8.6879,49.4071
24.8708,60.2188
8.6843,50.1188
-0.093,51.5164
7.0067,51.7377
38.975,45.0355
-121.9753,37.3417
121.5276,31.2351
105.0,35.0
30.955,50.3527
9.491,51.2993
28.0,53.0
-6.3722,39.4765
9.491,51.2993
-84.2356,39.1642
-97.7932,30.424
9.491,51.2993
103.8547,1.2929
9.491,51.2993
-77.4728,39.0481
-87.6726,41.9025
-97.8666,30.3314
-77.4728,39.0481
-122.5215,45.6652
8.6843,50.1188
120.1619,30.294
9.491,51.2993
-73.5848,45.4995
120.1619,30.294
-73.9712,40.7428
-122.4121,37.7506
21.0362,52.2394
139.6581,35.6676
-92.4948,44.0484
9.491,51.2993
-51.1653,-30.1156
100.0,60.0
-0.1224,51.4964
103.7863,1.3012
9.491,51.2993
4.9479,52.3006
9.0,51.0
19.9167,46.3667
-74.1403,40.8364
19.0791,47.4977
114.1667,22.25
9.491,51.2993
6.0872,50.776
30.5233,50.45
9.0,51.0
4.475,52.1811
-58.4,-34.7833
37.6068,55.7386
8.6843,50.1188
-118.2606,34.0729
139.7459,35.5826
-80.2318,25.8119
9.491,51.2993
-97.822,37.751
2.3469,48.9734
114.1667,22.25
-77.5776,44.0992
9.491,51.2993
103.6839,1.314
12.3341,51.3254
-84.4455,33.7838
-81.1888,28.3774
-106.5614,52.157
-88.2783,43.014
-74.4606,40.5511
77.5937,12.9719
2.3281,48.8607
8.6879,49.4071
-81.5621,30.2183
139.7532,35.6882
-121.9753,37.3417
-93.2748,44.7601
9.0,51.0
-84.3057,39.5335
9.491,51.2993
-79.2019,43.7491
9.491,51.2993
-6.2488,53.3338
14.4922,53.419
-82.3507,34.8308
-87.9954,42.0048
9.0,51.0
4.7495,52.4901
30.955,50.3527
4.9392,52.352
6.9108,50.9124
-83.0235,39.9653
5.75,52.5
9.0,51.0
9.6655,59.6509
16.3377,48.2583
114.1667,22.25
-74.1403,40.8364
6.931,46.9918
2.3387,48.8582
9.491,51.2993
9.491,51.2993
9.491,51.2993
-85.4783,42.9585
-119.7143,45.8491
24.9375,60.1708
-77.0339,40.0964
-77.6054,39.042
126.7288,37.4562
-122.4121,37.7506
7.5371,47.2079
-73.5659,45.3668
-77.2481,38.6583
114.15,22.2909
6.4268,52.6706
37.6068,55.7386
114.1667,22.25
-77.4651,38.8452
-104.7866,39.6562
-74.0247,40.793
37.6068,55.7386
9.491,51.2993
100.7343,14.0211
2.3387,48.8582
24.0,56.0
11.154,52.9681
37.6068,55.7386
37.6172,55.7527
11.5,47.3
-77.539,39.018
14.4,50.05
114.1667,22.25
2.3387,48.8582
-9.1569,38.679
-79.3623,43.6547
-95.0,60.0
8.5546,47.3664
-97.822,37.751
-79.3716,43.6319
9.0,51.0
8.6843,50.1188
-122.1198,37.0313
103.8547,1.2929
-97.822,37.751
-77.4728,39.0481
-97.822,37.751
-122.3447,47.6144
23.3175,42.683
5.1584,52.2966
2.3281,48.8607
2.0,46.0
77.5937,12.9719
151.1755,-33.8911
4.8013,52.4543
7.7729,49.9439
9.0,51.0
13.4285,52.4905
113.7266,34.7725
24.9375,60.1708
-0.093,51.5164
-2.0,54.0
114.1667,22.25
-117.8245,33.6564
4.85,45.748
9.491,51.2993
114.1667,22.25
139.7532,35.6882
-96.8021,32.7889
9.491,51.2993
-122.2312,37.472
9.491,51.2993
-76.888,39.0013
-80.2318,25.8119
9.491,51.2993
8.6879,49.4071
19.5,48.6667
151.2002,-33.8591
-0.3256,51.753
-76.6003,38.6095
4.475,52.1811
126.9741,37.5112
-122.3874,37.7852
-0.1882,51.509
9.491,51.2993
103.8547,1.2929
24.0232,49.8383
2.3387,48.8582
2.3281,48.8607
4.8995,52.3824
9.491,51.2993
-81.52,41.0449
37.6068,55.7386
114.15,22.2909
-118.2611,34.074
126.9741,37.5112
9.491,51.2993
8.6879,49.4071
-120.4268,34.8286
2.2968,49.9007
10.1853,47.9837
9.0,51.0
25.7191,62.2294
9.491,51.2993
-97.822,37.751
24.0,56.0
-97.822,37.751
-0.309,51.5535
139.7459,35.5826
8.6879,49.4071
139.7532,35.6882
-74.0247,40.793
9.8541,52.235
103.8547,1.2929
-0.6658,51.5353
-0.066,51.5026
8.6843,50.1188
-121.8914,37.3387
37.6068,55.7386
37.6172,55.7527
4.6523,51.8242
24.0,56.0
9.491,51.2993
-4.6247,36.54
-84.6462,38.9924
-118.4252,34.0318
9.491,51.2993
2.3387,48.8582
-97.822,37.751
-80.016,43.9702
2.0,46.0
-79.4343,43.6653
9.491,51.2993
82.9428,55.041
6.1667,49.75
8.6879,49.4071
144.9799,-37.8411
-73.5794,45.5063
0.0,0.0
4.8995,52.3824
-95.9526,36.1464
-80.2318,25.8119
-93.2588,44.6707
-73.5524,45.5212
2.3387,48.8582
-73.5794,45.5063
-71.0975,42.3464
112.5,2.5
-77.4728,39.0481
-6.2488,53.3338
-85.627,38.2105
-77.4728,39.0481
9.0,51.0
-79.3716,43.6319
9.491,51.2993
25.0,43.0
9.491,51.2993
37.6172,55.7527
-73.7974,40.9943
8.6879,49.4071
9.491,51.2993
4.8995,52.3824
8.6879,49.4071
16.55,49.2
-91.0014,30.3927
-97.9311,38.055
37.6172,55.7527
13.4126,52.5449
9.491,51.2993
4.9167,52.35
11.1617,49.405
-80.7938,35.2227
-97.822,37.751
139.7532,35.6882
8.5715,51.3946
-97.822,37.751
9.0,51.0
15.9071,56.7446
24.9375,60.1708
8.6843,50.1188
139.7532,35.6882
151.2002,-33.8591
-73.9162,45.4577
5.0791,51.5573
4.8995,52.3824
146.8059,-19.2634
2.3387,48.8582
11.5868,50.9326
5.75,52.5
-73.5794,45.5063
135.5118,34.6534
2.3387,48.8582
-117.2657,47.6462
-87.9954,42.0048
103.6839,1.314
113.7266,34.7725
4.9041,52.371
-121.9753,37.3417
2.3387,48.8582
120.1619,30.294
8.6879,49.4071
18.056,59.3247
-77.4728,39.0481
0.0,0.0
-80.0458,32.8929
120.1619,30.294
8.7147,50.1103
8.6879,49.4071
9.0,51.0
-74.1403,40.8364
151.0678,-33.9239
9.0,51.0
-73.9975,40.7308
4.8995,52.3824
116.3889,39.9288
114.1667,22.25
9.001,45.6397
10.7747,59.8468
-87.6196,41.8972
-123.3145,48.4765
0.0,0.0
-122.0748,37.4043
7.2403,47.1255
30.5233,50.45
9.0,51.0
-77.4728,39.0481
103.6839,1.314
2.3387,48.8582
-77.0859,38.9379
-74.2307,40.4652
13.4062,52.5155
11.585,48.1497
138.5999,-34.9281
120.5954,31.3041
8.7707,50.809
9.491,51.2993
-58.3845,-34.6021
23.3333,42.7
8.6879,49.4071
-85.8661,42.5256
-0.093,51.5164
-74.0247,40.793
24.0,56.0
114.1667,22.25
9.491,51.2993
4.6378,50.9774
9.491,51.2993
103.8547,1.2929
-97.822,37.751
9.0427,45.4591
-114.3133,51.1467
-74.1403,40.8364
-95.0,60.0
8.6879,49.4071
25.5694,41.9403
4.2182,51.9949
-0.1224,51.4964
9.491,51.2993
-97.4795,35.6679
24.9375,60.1708
37.6068,55.7386
-157.7396,21.4082
150.9748,-33.794
-1.0534,53.5352
139.7532,35.6882
12.8568,56.6745
-73.9975,40.7308
8.6843,50.1188
-118.278,34.0584
-77.4728,39.0481
-6.2488,53.3338
9.0,51.0
8.6843,50.1188
13.4126,52.5449
-73.9913,42.88
-95.0,60.0
-6.2488,53.3338
6.7637,51.2125
-71.4877,42.5401
-74.0247,40.793
16.8684,52.3907
-83.0235,39.9653
-116.5332,48.312
-83.0235,39.9653
8.6879,49.4071
-77.4728,39.0481
-73.6513,45.5394
126.7288,37.4562
-77.2481,38.6583
-95.0,60.0
140.2905,35.46
-84.3797,33.8336
100.9367,13.0508
-108.1493,25.4736
-97.822,37.751
-104.9059,41.1034
135.5786,34.6871
129.3648,36.0292
-71.52,41.8274
-80.6514,28.1404
-117.4899,33.9258
-96.6791,33.1177
-92.4053,44.1078
-121.3349,38.768
15.5337,47.0232
4.8995,52.3824
18.056,59.3247
-79.4109,43.7687
151.2274,-33.7478
5.75,52.5
-63.0461,46.2707
-0.0638,51.5128
-83.0235,39.9653
6.1908,52.705
-0.6658,51.5353
24.9375,60.1708
9.491,51.2993
8.6879,49.4071
103.7863,1.3012
-118.2863,33.9555
-2.0,54.0
56.2478,58.0033
-122.0748,37.4043
-121.8914,37.3388
14.5937,46.1377
9.491,51.2993
8.6879,49.4071
103.6839,1.314
9.491,51.2993
13.5036,59.3793
8.6843,50.1188
0.0,0.0
-1.7369,52.5338
-119.7143,45.8491
2.3387,48.8582
0.0,0.0
-122.3479,47.7346
8.6879,49.4071
-0.6658,51.5353
9.491,51.2993
-64.264,-27.7841
-80.4933,43.4939
9.5522,45.4056
-84.5479,38.9354
126.7288,37.4562
-122.33,37.5517
24.9375,60.1708
23.3333,42.7
114.1667,22.25
8.0,47.0
-118.4252,34.0318
-97.8209,30.5045
-75.6998,39.6327
7.0122,51.4476
-113.5764,37.1038
2.0,46.0
126.9741,37.5112
9.0,51.0
121.5318,25.0478
103.8547,1.2929
2.0807,48.5354
-119.7143,45.8491
4.9167,52.35
86.0833,55.3333
9.1889,45.4707
-119.7143,45.8491
16.9139,52.4488
101.6386,3.1484
-111.8867,33.6013
9.0,51.0
-118.3521,34.0675
0.0,0.0
-77.4728,39.0481
-119.7143,45.8491
8.6843,50.1188
4.4776,51.0257
28.9502,41.0087
-117.2241,32.9511
5.75,52.5
-97.822,37.751
30.2619,59.8981
8.6843,50.1188
151.1906,-33.9256
30.5233,50.45
-121.9753,37.3417
-0.093,51.5164
-84.4455,33.7838
9.491,51.2993
-77.4728,39.0481
-1.5039,52.4391
3.178,50.6974
9.491,51.2993
8.6879,49.4071
-90.5301,38.6438
-6.2488,53.3338
9.491,51.2993
-95.0,60.0
2.0,46.0
0.0,0.0
-95.6085,29.5799
5.8283,50.9555
2.3387,48.8582
-119.7143,45.8491
12.6944,56.0467
-121.9527,37.7558
-80.0571,26.6715
139.7532,35.6882
-97.822,37.751
-74.0247,40.793
1.9719,41.4466
5.3936,52.1886
2.3387,48.8582
-77.4728,39.0481
126.9741,37.5112
-0.0638,51.5128
9.491,51.2993
-77.4728,39.0481
116.3889,39.9288
-95.0,60.0
11.1617,49.405
8.6843,50.1188
-2.3333,53.4833
24.0,56.0
37.6172,55.7527
5.4009,51.4513
135.1675,34.0616
24.9375,60.1708
114.1667,22.25
9.3078,48.5905
9.491,51.2993
-0.6658,51.5353
-74.0247,40.793
2.3387,48.8582
149.0909,-35.3978
-83.3536,33.9332
-97.822,37.751
-1.5039,52.4391
12.1992,50.6578
8.6879,49.4071
-82.9771,42.2836
-89.086,42.562
-43.2192,-22.8305
-119.7143,45.8491
120.1619,30.294
37.6172,55.7527
-73.9191,40.8691
-84.4605,34.0034
2.0,46.0
-77.4728,39.0481
116.3889,39.9288
5.75,52.5
-74.4606,40.5511
19.0791,47.4977
103.8547,1.2929
9.491,51.2993
-97.8535,30.5875
19.9802,50.0575
120.1619,30.294
-71.1081,42.312
11.9672,57.7066
-84.4455,33.7838
37.4375,55.9017
-117.447,47.7345
-119.7143,45.8491
103.8547,1.2929
-1.1986,51.5694
9.491,51.2993
8.5933,47.4143
19.0514,47.4925
16.3667,48.2
9.0,51.0
8.6879,49.4071
-77.4728,39.0481
8.6843,50.1188
-74.0247,40.793
4.8995,52.3824
54.363,24.4638
24.0,56.0
2.2067,48.892
24.7323,59.433
2.8793,50.1998
103.8547,1.2929
-77.3429,38.9609
2.3387,48.8582
9.0,51.0
-97.822,37.751
-78.7115,35.8964
5.75,52.5
-83.0235,39.9653
-122.0748,37.4043
-84.3886,33.7553
12.0874,55.6397
-77.4728,39.0481
2.3281,48.8607
-97.822,37.751
4.5034,51.9888
15.0667,48.7833
121.4012,31.0449
103.6839,1.314
26.2333,43.35
9.491,51.2993
-0.093,51.5164
2.3387,48.8582
8.6843,50.1188
-97.822,37.751
-117.8522,33.8144
101.6995,3.1093
115.8511,-31.9004
9.491,51.2993
139.7459,35.5826
16.35,48.2333
13.3997,52.5824
-122.0748,37.4043
24.8667,44.85
139.7459,35.5826
9.491,51.2993
9.491,51.2993
4.8995,52.3824
11.1617,49.405
5.1014,52.0685
4.9167,52.35
-117.1367,32.7967
-3.684,40.4172
18.056,59.3247
28.8573,47.0052
-73.5848,45.4995
-97.8533,30.2133
37.6172,55.7527
9.1889,45.4707
-121.9753,37.3417
145.0004,-37.8168
-121.8914,37.3388
2.3387,48.8582
24.9375,60.1708
6.1667,49.75
126.7288,37.4562
-82.6687,40.0009
-77.2481,38.6583
9.0,51.0
-79.3623,43.6547
2.0,46.0
130.8736,-12.388
-0.093,51.5164
-80.5438,43.426
139.7532,35.6882
-121.8914,37.3387
24.9375,60.1708
2.0,46.0
126.9741,37.5112
9.491,51.2993
4.7117,51.5994
120.1619,30.294
7.6877,45.0725
2.3387,48.8582
8.6843,50.1188
-3.7016,40.4143
2.3387,48.8582
103.8547,1.2929
8.6879,49.4071
7.0122,51.4476
-98.1733,19.0788
-121.8914,37.3388
11.0683,49.4475
-97.822,37.751
-73.8736,45.3161
4.8995,52.3824
8.6879,49.4071
-122.7792,45.4407
120.1619,30.294
26.1033,44.4354
-114.0726,48.0633
8.7147,50.1103
103.6839,1.314
-79.3503,43.7806
8.7147,50.1103
-122.3029,47.6631
8.6843,50.1188
2.75,49.0333
-122.33,37.5517
120.1619,30.294
9.491,51.2993
37.6172,55.7527
-1.3304,51.4163
-84.3886,33.7553
103.8547,1.2929
-122.873,49.1889
-71.0265,42.364
8.0,47.0
151.7343,-32.9243
5.0366,50.8416
-97.822,37.751
-97.822,37.751
-122.0182,37.9208
-90.1985,38.6364
9.0,51.0
23.3333,42.7
9.0,51.0
-73.5848,45.4995
103.8348,1.3605
8.6879,49.4071
120.1619,30.294
-157.9332,21.3908
-71.5934,42.6689
113.25,23.1167
-119.7143,45.8491
9.491,51.2993
-122.6929,45.5073
9.491,51.2993
-77.4728,39.0481
-83.3536,33.9332
139.5661,35.7065
-119.7143,45.8491
-119.7143,45.8491
24.9375,60.1708
8.6879,49.4071
28.8573,47.0052
104.0667,30.6667
-97.822,37.751
2.0,46.0
24.0,56.0
114.15,22.2909
120.1619,30.294
-77.4728,39.0481
-97.822,37.751
120.1619,30.294
-112.0563,33.5093
-121.8914,37.3387
-88.0484,41.591
129.3648,36.0292
-74.2307,40.4652
103.8547,1.2929
0.0458,51.4023
-122.33,37.5517
126.9741,37.5112
-119.7143,45.8491
3.178,50.6974
2.3387,48.8582
2.0,46.0
83.09,54.75
25.3225,54.6816
114.15,22.2909
-83.0235,39.9653
4.3333,50.8333
2.3387,48.8582
-122.1257,47.6722
-6.2488,53.3338
-0.1224,51.4964
11.1617,49.405
77.5937,12.9719
153.0169,-27.4737
-118.4487,34.0447
-122.3426,47.6733
2.3281,48.8607
113.25,23.1167
24.9375,60.1708
21.0362,52.2394
114.1667,22.25
2.3387,48.8582
9.0,51.0
2.3387,48.8582
11.9428,44.7456
-4.0929,36.742
2.3281,48.8607
103.8547,1.2929
4.8976,52.3464
-80.843,35.2296
8.1551,47.1449
-73.8809,45.5779
-112.0678,33.5097
-77.4728,39.0481
-0.6658,51.5353
-83.0235,39.9653
-6.2488,53.3338
22.9455,40.6381
9.0,51.0
11.1617,49.405
-81.2425,35.6498
-97.822,37.751
26.1227,44.3819
126.7288,37.4562
116.3883,39.9289
11.9672,57.7066
14.4,50.05
114.1667,22.25
114.1667,22.25
151.1906,-33.9256
-121.8914,37.3388
-124.6692,49.5345
-77.4038,34.5426
-82.1357,27.8293
-79.442,43.8678
9.0,51.0
-122.3447,47.6144
119.3061,26.0614
-82.4948,28.0109
14.4112,50.0848
-118.2578,34.0549
4.3379,51.9094
30.7326,46.4775
126.9741,37.5112
5.2175,51.3685
103.6839,1.314
0.0,0.0
8.6879,49.4071
-6.0639,37.3446
25.0,46.0
-79.4349,43.9394
-97.822,37.751
2.3387,48.8582
-84.4198,33.8621
-3.9266,40.5765
-96.8217,32.7787
0.0538,51.646
139.69,35.69
9.0,51.0
-96.8336,32.7908
-121.9753,37.3417
5.75,52.5
-96.8217,32.7787
25.0,46.0
9.0,51.0
-122.33,37.5517
-108.4925,39.0809
11.0588,49.7175
